name,noc,team,sport,sex,age,event,rank,medal
Shavel Natalia,BLR,Belarus,Swimming,Female,47,Women's 200m Individual Medley - SM5,5,NA
Shaw Keely,CAN,Canada,Cycling Road,Female,27,Women's C4-5 Road Race,NA,NA
Shaw Keely,CAN,Canada,Cycling Road,Female,27,Women's C4 Time Trial,4,NA
Shaw Keely,CAN,Canada,Cycling Track,Female,27,Women's C4 3000m Individual Pursuit,3,Bronze
Shaw Robert,CAN,Canada,Wheelchair Tennis,Male,31,Quad Singles,9,NA
Shaw Toni,GBR,Great Britain,Swimming,Female,18,Women's 100m Freestyle - S9,4,NA
Shaw Toni,GBR,Great Britain,Swimming,Female,18,Women's 400m Freestyle - S9,3,Bronze
Shaw Toni,GBR,Great Britain,Swimming,Female,18,Women's 100m Butterfly - S9,4,NA
Shaw Toni,GBR,Great Britain,Swimming,Female,18,Women's 4x100m Freestyle Relay - 34 Pts,NA,NA
Shaw Toni,GBR,Great Britain,Swimming,Female,18,Women's 4x100m Medley Relay - 34 Points,4,NA
Shaziri Doron,ISR,Israel,Shooting,Male,54,R6 - Mixed 50m Rifle Prone SH1,21,NA
Shaziri Doron,ISR,Israel,Shooting,Male,54,R7 - Men's 50m Rifle 3 Positions SH1,10,NA
Shchalkanau Yahor,BLR,Belarus,Swimming,Male,20,Men's 50m Freestyle - S9,8,NA
Shchalkanau Yahor,BLR,Belarus,Swimming,Male,20,Men's 100m Backstroke - S9,2,Silver
Shchalkanau Yahor,BLR,Belarus,Swimming,Male,20,Men's 100m Butterfly - S9,7,NA
Shchalkanau Yahor,BLR,Belarus,Swimming,Male,20,Men's 200m Individual Medley - SM9,4,NA
Shchetnik Iryna,UKR,Ukraine,Shooting,Female,21,R2 - Women's 10m Air Rifle Standing SH1,3,Bronze
Shchetnik Iryna,UKR,Ukraine,Shooting,Female,21,R3 - Mixed 10m Air Rifle Prone SH1,3,Bronze
Shchetnik Iryna,UKR,Ukraine,Shooting,Female,21,R6 - Mixed 50m Rifle Prone SH1,8,NA
Shchetnik Iryna,UKR,Ukraine,Shooting,Female,21,R8 - Women's 50m Rifle 3 Positions SH1,4,NA
Shchurova Zoya,RPC,RPC,Swimming,Female,20,Women's 100m Freestyle - S3,5,NA
Shchurova Zoya,RPC,RPC,Swimming,Female,20,Women's 50m Backstroke - S3,5,NA
Shchurova Zoya,RPC,RPC,Swimming,Female,20,Women's 50m Breaststroke - SB3,NA,NA
Shchurova Zoya,RPC,RPC,Swimming,Female,20,Women's 150m Individual Medley - SM4,NA,NA
Sheffield Roberta,CAN,Canada,Equestrian,Female,40,Team Test to Music,10,NA
Sheffield Roberta,CAN,Canada,Equestrian,Female,40,Individual Test - Grade III,12,NA
Shephard Jack,GBR,Great Britain,Badminton,Male,24,Men's Singles SH6,5,NA
Shelby Andre,USA,United States of America,Archery,Male,54,Men's Individual Compound - Open,9,NA
Shepherd Haven,USA,United States of America,Swimming,Female,18,Women's 100m Breaststroke - SB7,NA,NA
Shepherd Haven,USA,United States of America,Swimming,Female,18,Women's 200m Individual Medley - SM8,5,NA
Sheremet Anna,UKR,Ukraine,Rowing,Female,20,PR1 Women's Single Sculls - PR1W1x,4,NA
Sheripboeva Nafisa,UZB,Uzbekistan,Judo,Female,19,Women -63 kg,3,Bronze
Sherkuziev Khaytmurot,UZB,Uzbekistan,Canoe Sprint,Male,24,Men's Va'a Single 200m - VL3,4,NA
Shestakov Denis,RPC,RPC,Sitting Volleyball,Male,28,Men,2,Silver
Shevchenko Anastasiia,RPC,RPC,Swimming,Female,22,Women's 50m Freestyle - S11,NA,NA
Shevchenko Anastasiia,RPC,RPC,Swimming,Female,22,Women's 100m Freestyle - S11,5,NA
Shevchenko Anastasiia,RPC,RPC,Swimming,Female,22,Women's 400m Freestyle - S11,7,NA
Shevchenko Anastasiia,RPC,RPC,Swimming,Female,22,Women's 100m Backstroke - S11,4,NA
Shevchenko Anastasiia,RPC,RPC,Swimming,Female,22,Women's 200m Individual Medley - SM11,6,NA
Shevchenko Anatolii,RPC,RPC,Judo,Male,33,Men -100 kg,3,Bronze
Shevchuk Mariana,UKR,Ukraine,Powerlifting,Female,25,Women's -55 kg,1,Gold
Shi Yiting,CHN,People's Republic of China,Athletics,Female,23,Women's 100m - T36,1,Gold
Shi Yiting,CHN,People's Republic of China,Athletics,Female,23,Women's 200m - T36,1,Gold
Shifflett Alexis,USA,United States of America,Sitting Volleyball,Female,25,Women,1,Gold
Shigaev Bair,RPC,RPC,Archery,Male,38,Men's Individual Compound - Open,6,NA
Shigaev Bair,RPC,RPC,Archery,Male,38,Mixed Team Compound - Open,3,Bronze
Shigesada Chika,JPN,Japan,Archery,Female,38,Women's Individual Recurve - Open,7,NA
Shigesada Chika,JPN,Japan,Archery,Female,38,Mixed Team Recurve - Open,5,NA
Shikongo Ananias,NAM,Namibia,Athletics,Male,35,Men's 100m - T11,NA,NA
Shikongo Ananias,NAM,Namibia,Athletics,Male,35,Men's 400m - T11,2,Silver
Shilton Billy,GBR,Great Britain,Table Tennis,Male,22,Men's Team - Class 8,3,Bronze
Shilton Billy,GBR,Great Britain,Table Tennis,Male,22,Men's Singles - Class 8,5,NA
Shim Youngjip,KOR,Republic of Korea,Shooting,Male,47,R6 - Mixed 50m Rifle Prone SH1,24,NA
Shim Youngjip,KOR,Republic of Korea,Shooting,Male,47,R7 - Men's 50m Rifle 3 Positions SH1,3,Bronze
Shimakawa Shinichi,JPN,Japan,Wheelchair Rugby,Male,46,Mixed,3,Bronze
Shimizu Chinami,JPN,Japan,Wheelchair Basketball,Female,38,Women,6,NA
Shin Kyung Hwan,KOR,Republic of Korea,Badminton,Male,34,Men's Singles SL4,5,NA
Shiramasa Takuya,JPN,Japan,Athletics,Male,25,Men's Javelin Throw - F46,6,NA
Shirin Aleksandr,RPC,RPC,Athletics,Male,25,Men's 400m - T13,5,NA
Shirinli Vugar,AZE,Azerbaijan,Judo,Male,28,Men -60 kg,1,Gold
Shishova Iuliia,RPC,RPC,Swimming,Female,24,Women's 100m Freestyle - S3,3,Bronze
Shishova Iuliia,RPC,RPC,Swimming,Female,24,Women's 50m Backstroke - S3,3,Bronze
Shoemaker Kate,USA,United States of America,Equestrian,Female,34,Team Test to Music,3,Bronze
Shoemaker Kate,USA,United States of America,Equestrian,Female,34,Individual Test - Grade IV,7,NA
Shoemaker Kate,USA,United States of America,Equestrian,Female,34,Individual Freestyle Test - Grade IV,4,NA
Shojaei Roghayeh,IRI,Islamic Republic of Iran,Shooting,Female,35,R2 - Women's 10m Air Rifle Standing SH1,6,NA
Shojaei Roghayeh,IRI,Islamic Republic of Iran,Shooting,Female,35,R3 - Mixed 10m Air Rifle Prone SH1,39,NA
Shpachynska Viktoriia,UKR,Ukraine,Athletics,Female,34,Women's Shot Put - F20,4,NA
Shuker Lucy,GBR,Great Britain,Wheelchair Tennis,Female,41,Women's Singles,9,NA
Shuker Lucy,GBR,Great Britain,Wheelchair Tennis,Female,41,Women's Doubles,2,Silver
Shuliar Yuliia,UKR,Ukraine,Athletics,Female,24,Women's 400m - T20,2,Silver
Shumba Pamela Vimbai,ZIM,Zimbabwe,Athletics,Female,30,Women's 100m - T12,NA,NA
Shvets Anton,UKR,Ukraine,Taekwondo,Male,27,Men K44 -75kg,9,NA
Shvetsov Evgenii,RPC,RPC,Athletics,Male,33,Men's 100m - T36,8,NA
Shvetsov Evgenii,RPC,RPC,Athletics,Male,33,Men's 400m - T36,2,Silver
Shyrokolava Tetyana,UKR,Ukraine,Powerlifting,Female,42,Women's -67 kg,6,NA
Sibagatova Yulia,RPC,RPC,Cycling Road,Female,38,Women's T1-2 Road Race,7,NA
Sibagatova Yulia,RPC,RPC,Cycling Road,Female,38,Women's T1-2 Time Trial,9,NA
Sidbury Daniel,GBR,Great Britain,Athletics,Male,27,Men's 400m - T54,NA,NA
Sidbury Daniel,GBR,Great Britain,Athletics,Male,27,Men's 800m - T54,NA,NA
Sidbury Daniel,GBR,Great Britain,Athletics,Male,27,Men's 1500m - T54,6,NA
Sidbury Daniel,GBR,Great Britain,Athletics,Male,27,Men's 5000m - T54,NA,NA
Sidorenko Elizaveta,RPC,RPC,Swimming,Female,18,Women's 50m Freestyle - S10,NA,NA
Sidorenko Elizaveta,RPC,RPC,Swimming,Female,18,Women's 100m Freestyle - S10,NA,NA
Sidorenko Elizaveta,RPC,RPC,Swimming,Female,18,Women's 100m Backstroke - S10,NA,NA
Sidorenko Elizaveta,RPC,RPC,Swimming,Female,18,Women's 100m Breaststroke - SB9,NA,NA
Sidorenko Elizaveta,RPC,RPC,Swimming,Female,18,Women's 200m Individual Medley - SM10,NA,NA
Sidorenko Elizaveta,RPC,RPC,Swimming,Female,18,Women's 4x100m Medley Relay - 34 Points,2,Silver
Sidorenko Margarita,RPC,RPC,Archery,Female,33,Women's Individual Recurve - Open,9,NA
Sidorenko Margarita,RPC,RPC,Archery,Female,33,Mixed Team Recurve - Open,1,Gold
Sidorov Daniil,RPC,RPC,Taekwondo,Male,22,Men K44 -61kg,3,Bronze
Siemann Brian,USA,United States of America,Athletics,Male,31,Men's 100m - T53,NA,NA
Siemann Brian,USA,United States of America,Athletics,Male,31,Men's 400m - T53,4,NA
Siemann Brian,USA,United States of America,Athletics,Male,31,Men's 800m - T53,8,NA
Siemann Brian,USA,United States of America,Athletics,Male,31,Men's 1500m - T54,NA,NA
Siemann Brian,USA,United States of America,Athletics,Male,31,Men's 5000m - T54,NA,NA
Siemann Brian,USA,United States of America,Athletics,Male,31,Men's Marathon - T54,15,NA
Siemons Amy,NED,Netherlands,Athletics,Female,36,Women's 100m - T34,9,NA
Siga Jamery,MAS,Malaysia,Swimming,Male,36,Men's 50m Butterfly - S5,NA,NA
Sigala Lopez Edith,MEX,Mexico,Table Tennis,Female,45,Women's Singles - Class 3,NA,NA
Sileoni Federica,ITA,Italy,Equestrian,Female,23,Team Test to Music,8,NA
Sileoni Federica,ITA,Italy,Equestrian,Female,23,Individual Test - Grade V,9,NA
Silva De Souza Gabriel Cristiano,BRA,Brazil,Swimming,Male,26,Men's 50m Freestyle - S9,NA,NA
Silva De Souza Gabriel Cristiano,BRA,Brazil,Swimming,Male,26,Men's 100m Freestyle - S8,NA,NA
Silva De Souza Gabriel Cristiano,BRA,Brazil,Swimming,Male,26,Men's 100m Butterfly - S8,8,NA
Silva Ymanitu,BRA,Brazil,Wheelchair Tennis,Male,38,Quad Singles,9,NA
Sim Jae Yong,KOR,Republic of Korea,Shooting,Male,57,R3 - Mixed 10m Air Rifle Prone SH1,34,NA
Simard Patrice,CAN,Canada,Wheelchair Rugby,Male,42,Mixed,5,NA
Simion Bobi,ROU,Romania,Table Tennis,Male,41,Men's Singles - Class 6,5,NA
Simmonds Eleanor,GBR,Great Britain,Swimming,Female,26,Women's 400m Freestyle - S6,5,NA
Simmonds Eleanor,GBR,Great Britain,Swimming,Female,26,Women's 100m Breaststroke - SB6,4,NA
Simmonds Eleanor,GBR,Great Britain,Swimming,Female,26,Women's 200m Individual Medley - SM6,5,NA
Simplicio Da Silva Thalita Vitoria,BRA,Brazil,Athletics,Female,24,Women's 100m - T11,NA,NA
Simplicio Da Silva Thalita Vitoria,BRA,Brazil,Athletics,Female,24,Women's 200m - T11,2,Silver
Simplicio Da Silva Thalita Vitoria,BRA,Brazil,Athletics,Female,24,Women's 400m - T11,2,Silver
Simpson Matt,USA,United States of America,Goalball,Male,31,Men,4,NA
Simran,IND,India,Athletics,Female,21,Women's 100m - T13,NA,NA
Sims Natalie,USA,United States of America,Swimming,Female,24,Women's 100m Freestyle - S9,7,NA
Sims Natalie,USA,United States of America,Swimming,Female,24,Women's 400m Freestyle - S9,8,NA
Sims Natalie,USA,United States of America,Swimming,Female,24,Women's 200m Individual Medley - SM9,NA,NA
Sims Natalie,USA,United States of America,Swimming,Female,24,Women's 4x100m Freestyle Relay - 34 Pts,NA,NA
Singer Florian,GER,Germany,Sitting Volleyball,Male,23,Men,6,NA
Singh Deepender,IND,India,Shooting,Male,27,P1 - Men's 10m Air Pistol SH1,10,NA
Singh Harvinder,IND,India,Archery,Male,30,Men's Individual Recurve - Open,3,Bronze
Singhraj,IND,India,Shooting,Male,39,P1 - Men's 10m Air Pistol SH1,3,Bronze
Singhraj,IND,India,Shooting,Male,39,P4 - Mixed 50m Pistol SH1,2,Silver
Singpirom Comsan,THA,Thailand,Archery,Male,34,Men's Individual Compound - Open,17,NA
Sinovcic Dino,CRO,Croatia,Swimming,Male,29,Men's 100m Freestyle - S6,NA,NA
Sinovcic Dino,CRO,Croatia,Swimming,Male,29,Men's 100m Backstroke - S6,3,Bronze
Siscar Meseguer Enrique,ESP,Spain,Wheelchair Tennis,Male,38,Men's Singles,33,NA
Siscar Meseguer Enrique,ESP,Spain,Wheelchair Tennis,Male,38,Men's Doubles,17,NA
Situ Ntombizanele,RSA,South Africa,Athletics,Female,50,Women's Javelin Throw - F54,5,NA
Skaliukh Alexander,RPC,RPC,Swimming,Male,27,Men's 50m Freestyle - S9,NA,NA
Skaliukh Alexander,RPC,RPC,Swimming,Male,27,Men's 100m Butterfly - S9,3,Bronze
Skaliukh Alexander,RPC,RPC,Swimming,Male,27,Men's 4x100m Medley Relay - 34 Points,1,Gold
Skarstein Birgit Lovise Roekkum,NOR,Norway,Rowing,Female,32,PR1 Women's Single Sculls - PR1W1x,1,Gold
Skelhon Matt,GBR,Great Britain,Shooting,Male,36,R3 - Mixed 10m Air Rifle Prone SH1,16,NA
Skelhon Matt,GBR,Great Britain,Shooting,Male,36,R6 - Mixed 50m Rifle Prone SH1,13,NA
Skelley Christopher,GBR,Great Britain,Judo,Male,28,Men -100 kg,1,Gold
Skinner Zak,GBR,Great Britain,Athletics,Male,22,Men's 100m - T13,8,NA
Skinner Zak,GBR,Great Britain,Athletics,Male,22,Men's Long Jump - T13,4,NA
Skomorac Zerina,BIH,Bosnia and Herzegovina,Shooting,Female,25,R5 - Mixed 10m Air Rifle Prone SH2,28,NA
Skoubo Sofie Sejer,DEN,Denmark,Wheelchair Rugby,Female,27,Mixed,7,NA
Skuja Andrius,LTU,Lithuania,Athletics,Male,29,Men's Shot Put - F46,7,NA
Skuja Andrius,LTU,Lithuania,Athletics,Male,29,Men's Javelin Throw - F46,9,NA
Skyrpan Amber,CAN,Canada,Sitting Volleyball,Female,29,Women,4,NA
Slanova Viktoriia,RPC,RPC,Athletics,Female,24,Women's 100m - T37,8,NA
Slanova Viktoriia,RPC,RPC,Athletics,Female,24,Women's 200m - T37,7,NA
Slanova Viktoriia,RPC,RPC,Athletics,Female,24,Women's 400m - T37,NA,NA
Slanova Viktoriia,RPC,RPC,Athletics,Female,24,4x100m Universal Relay,NA,NA
Sliwinska Renata,POL,Poland,Athletics,Female,25,Women's Shot Put - F40,1,Gold
Sliwinska Renata,POL,Poland,Athletics,Female,25,Women's Discus Throw - F41,8,NA
Sloup Matija,CRO,Croatia,Athletics,Male,25,Men's Shot Put - F40,4,NA
Smagululy Galymzhan,KAZ,Kazakhstan,Judo,Male,31,Men -81 kg,9,NA
Small Andrew,GBR,Great Britain,Athletics,Male,28,Men's 100m - T33,1,Gold
Smaragdi Styliani,GRE,Greece,Athletics,Female,26,Women's Long Jump - T47,6,NA
Smeenk Austin,CAN,Canada,Athletics,Male,24,Men's 100m - T34,7,NA
Smeenk Austin,CAN,Canada,Athletics,Male,24,Men's 800m - T34,5,NA
Smetanine David,FRA,France,Swimming,Male,46,Men's 50m Freestyle - S4,NA,NA
Smetanine David,FRA,France,Swimming,Male,46,Men's 100m Freestyle - S4,6,NA
Smetanine David,FRA,France,Swimming,Male,46,Men's 200m Freestyle - S4,8,NA
Smirnov Daniil,RPC,RPC,Swimming,Male,20,Men's 100m Breaststroke - SB8,5,NA
Smirnov Daniil,RPC,RPC,Swimming,Male,20,Men's 4x100m Medley Relay - 34 Points,1,Gold
Smirnov Kirill,RPC,RPC,Archery,Male,25,Men's Individual Recurve - Open,5,NA
Smirnov Kirill,RPC,RPC,Archery,Male,25,Mixed Team Recurve - Open,1,Gold
Smirnova Irina,RPC,RPC,Sitting Volleyball,Female,40,Women,5,NA
Smith Ali,GBR,Great Britain,Athletics,Female,32,Women's 100m - T38,8,NA
Smith Ali,GBR,Great Britain,Athletics,Female,32,Women's 400m - T38,8,NA
Smith Ali,GBR,Great Britain,Athletics,Female,32,4x100m Universal Relay,2,Silver
Smith Brodie,AUS,Australia,Goalball,Female,23,Women,8,NA
Smith David,GBR,Great Britain,Boccia,Male,32,Individual - BC1,1,Gold
Smith David,GBR,Great Britain,Boccia,Male,32,Team - BC1/BC2,8,NA
Smith Elizabeth,USA,United States of America,Swimming,Female,25,Women's 100m Backstroke - S9,5,NA
Smith Elizabeth,USA,United States of America,Swimming,Female,25,Women's 100m Butterfly - S9,2,Silver
Smith Hallie,USA,United States of America,Rowing,Female,28,PR1 Women's Single Sculls - PR1W1x,10,NA
Smith Jack,GBR,Great Britain,Wheelchair Rugby,Male,30,Mixed,1,Gold
Smith Johnboy,GBR,Great Britain,Athletics,Male,31,Men's Marathon - T54,10,NA
Smith Leanne,USA,United States of America,Swimming,Female,33,Women's 100m Freestyle - S3,2,Silver
Smith Leanne,USA,United States of America,Swimming,Female,33,Women's 50m Backstroke - S3,6,NA
Smith Leanne,USA,United States of America,Swimming,Female,33,Women's 50m Breaststroke - SB3,5,NA
Smith Leanne,USA,United States of America,Swimming,Female,33,Women's 150m Individual Medley - SM4,5,NA
Smith Natalie,AUS,Australia,Shooting,Female,46,R2 - Women's 10m Air Rifle Standing SH1,19,NA
Smith Natalie,AUS,Australia,Shooting,Female,46,R3 - Mixed 10m Air Rifle Prone SH1,46,NA
Smith Shayne,CAN,Canada,Wheelchair Rugby,Male,33,Mixed,5,NA
Smrcka Miroslav,CZE,Czech Republic,Swimming,Male,57,Men's 100m Backstroke - S11,NA,NA
Smrcka Miroslav,CZE,Czech Republic,Swimming,Male,57,Men's 100m Breaststroke - SB11,NA,NA
Smrcka Miroslav,CZE,Czech Republic,Swimming,Male,57,Men's 200m Individual Medley - SM11,NA,NA
Smyrnov Viktor,UKR,Ukraine,Swimming,Male,35,Men's 50m Freestyle - S11,NA,NA
Smyrnov Viktor,UKR,Ukraine,Swimming,Male,35,Men's 400m Freestyle - S11,NA,NA
Smyrnov Viktor,UKR,Ukraine,Swimming,Male,35,Men's 100m Backstroke - S11,2,Silver
Smyrnov Viktor,UKR,Ukraine,Swimming,Male,35,Men's 100m Breaststroke - SB11,4,NA
Smyrnov Viktor,UKR,Ukraine,Swimming,Male,35,Men's 100m Butterfly - S11,6,NA
Smyrnov Viktor,UKR,Ukraine,Swimming,Male,35,Men's 200m Individual Medley - SM11,4,NA
Smyth Jason,IRL,Ireland,Athletics,Male,34,Men's 100m - T13,1,Gold
Snikus Rihards,LAT,Latvia,Equestrian,Male,33,Individual Test - Grade I,2,Silver
Snikus Rihards,LAT,Latvia,Equestrian,Male,33,Individual Freestyle Test - Grade I,2,Silver
Snisla Zouhair,MAR,Morocco,Football 5-a-side,Male,22,Men,3,Bronze
Snyder Brad,USA,United States of America,Triathlon,Male,37,Men's PTVI,1,Gold
Soares Da Silva Calado Evani,BRA,Brazil,Boccia,Female,31,Individual - BC3,22,NA
Soares Da Silva Calado Evani,BRA,Brazil,Boccia,Female,31,Pairs - BC3,7,NA
Soares Da Silva Rayane,BRA,Brazil,Athletics,Female,24,Women's 100m - T13,8,NA
Soares Da Silva Rayane,BRA,Brazil,Athletics,Female,24,Women's 400m - T13,NA,NA
Soares De Oliveira Ana Karolina,BRA,Brazil,Swimming,Female,21,Women's 100m Backstroke - S14,5,NA
Soares De Oliveira Ana Karolina,BRA,Brazil,Swimming,Female,21,Women's 200m Individual Medley - SM14,NA,NA
Soares De Oliveira Ana Karolina,BRA,Brazil,Swimming,Female,21,Mixed 4x100m Freestyle Relay - S14,3,Bronze
Sochal Maciej,POL,Poland,Athletics,Male,34,Men's Shot Put - F32,9,NA
Sochal Maciej,POL,Poland,Athletics,Male,34,Men's Club Throw - F32,6,NA
Sodario Torquato Nathan Cesar,BRA,Brazil,Taekwondo,Male,20,Men K44 -61kg,1,Gold
Soerlie-rogne Heidi Kristin,NOR,Norway,Shooting,Female,48,R5 - Mixed 10m Air Rifle Prone SH2,31,NA
Soerlie-rogne Heidi Kristin,NOR,Norway,Shooting,Female,48,R9 - Mixed 50m Rifle Prone SH2,22,NA
Sokolov Saska,SRB,Serbia,Athletics,Female,26,Women's 100m - T47,5,NA
Sokolov Saska,SRB,Serbia,Athletics,Female,26,Women's 200m - T47,7,NA
Sokolov Saska,SRB,Serbia,Athletics,Female,26,Women's Javelin Throw - F46,5,NA
Sokulskii Sergei,RPC,RPC,Athletics,Male,35,Men's Shot Put - F55,4,NA
Sol Cervantes Robiel Yankiel,CUB,Cuba,Athletics,Male,18,Men's Long Jump - T47,1,Gold
Solberg Fredrik,NOR,Norway,Swimming,Male,19,Men's 50m Freestyle - S9,5,NA
Solberg Fredrik,NOR,Norway,Swimming,Male,19,Men's 100m Breaststroke - SB9,8,NA
Solde Typhaine,FRA,France,Athletics,Female,19,Women's Long Jump - T64,9,NA
Solhipouravanji Seyedhamed,IRI,Islamic Republic of Iran,Powerlifting,Male,32,Men's -97 kg,2,Silver
Soliman Ahmed,EGY,Egypt,Sitting Volleyball,Male,34,Men,5,NA
Solodukhina Alina,KAZ,Kazakhstan,Powerlifting,Female,27,Women's -45 kg,5,NA
Soloveva Anastasiia,RPC,RPC,Athletics,Female,24,Women's 200m - T47,6,NA
Soloveva Anastasiia,RPC,RPC,Athletics,Female,24,Women's 400m - T47,3,Bronze
Soloveva Anastasiia,RPC,RPC,Athletics,Female,24,4x100m Universal Relay,NA,NA
Solovey Dmytro,UKR,Ukraine,Judo,Male,27,Men -81 kg,5,NA
Soloviova Lidiia,UKR,Ukraine,Powerlifting,Female,43,Women's -50 kg,4,NA
Somellera Mandujano Naomi,MEX,Mexico,Swimming,Female,23,Women's 400m Freestyle - S7,8,NA
Somellera Mandujano Naomi,MEX,Mexico,Swimming,Female,23,Women's 100m Breaststroke - SB7,5,NA
Somellera Mandujano Naomi,MEX,Mexico,Swimming,Female,23,Women's 50m Butterfly - S7,NA,NA
Somellera Mandujano Naomi,MEX,Mexico,Swimming,Female,23,Women's 200m Individual Medley - SM7,NA,NA
Somsanuk Ritthikrai,THA,Thailand,Boccia,Male,26,Individual - BC4,15,NA
Somsanuk Ritthikrai,THA,Thailand,Boccia,Male,26,Pairs - BC4,5,NA
Song Lei,CHN,People's Republic of China,Athletics,Male,26,Men's 800m - T54,NA,NA
Song Lingling,CHN,People's Republic of China,Swimming,Female,25,Women's 50m Freestyle - S6,7,NA
Song Lingling,CHN,People's Republic of China,Swimming,Female,25,Women's 400m Freestyle - S6,6,NA
Song Lingling,CHN,People's Republic of China,Swimming,Female,25,Women's 100m Backstroke - S6,5,NA
Song Lingling,CHN,People's Republic of China,Swimming,Female,25,Women's 100m Breaststroke - SB5,4,NA
Song Lingling,CHN,People's Republic of China,Swimming,Female,25,Women's 200m Individual Medley - SM6,NA,NA
Song Lingling,CHN,People's Republic of China,Swimming,Female,25,Women's 4x100m Freestyle Relay - 34 Pts,4,NA
Song Lingling,CHN,People's Republic of China,Swimming,Female,25,Women's 4x100m Medley Relay - 34 Points,NA,NA
Sonobe Yuzuki,JPN,Japan,Football 5-a-side,Male,18,Men,5,NA
Soon Sophie Jin Wen,SGP,Singapore,Swimming,Female,24,Women's 100m Breaststroke - SB12,4,NA
Soon Sophie Jin Wen,SGP,Singapore,Swimming,Female,24,Women's 100m Butterfly - S13,NA,NA
Sopanen Harri,FIN,Finland,Cycling Road,Male,53,Men's H1-2 Road Race,NA,NA
Sopanen Harri,FIN,Finland,Cycling Road,Male,53,Men's H1 Time Trial,NA,NA
Sorour Faisal,KUW,Kuwait,Athletics,Male,24,Men's Shot Put - F63,3,Bronze
Sosa Gabriel Emmanuel,ARG,Argentina,Athletics,Male,21,Men's 100m - T54,NA,NA
Sotacuro Efrain,PER,Peru,Athletics,Male,30,Men's Marathon - T46,7,NA
Sotnikau Uladzimir,BLR,Belarus,Swimming,Male,16,Men's 50m Freestyle - S13,NA,NA
Sotnikau Uladzimir,BLR,Belarus,Swimming,Male,16,Men's 100m Backstroke - S13,NA,NA
Sotnikau Uladzimir,BLR,Belarus,Swimming,Male,16,Men's 100m Butterfly - S13,NA,NA
Sotnikov Vladimir,RPC,RPC,Swimming,Male,17,Men's 400m Freestyle - S13,5,NA
Sotnikov Vladimir,RPC,RPC,Swimming,Male,17,Men's 100m Backstroke - S13,3,Bronze
Sotnikov Vladimir,RPC,RPC,Swimming,Male,17,Men's 200m Individual Medley - SM13,7,NA
Sotnikov Vladimir,RPC,RPC,Swimming,Male,17,Mixed 4x100m Freestyle Relay - 49 Points,1,Gold
Soubane Sanae,MAR,Morocco,Powerlifting,Female,43,Women's -79 kg,5,NA
Sousa Josemarcio,BRA,Brazil,Goalball,Male,25,Men,1,Gold
Souza De Oliveira Emanoel Victor,BRA,Brazil,Athletics,Male,29,Men's Shot Put - F37,7,NA
Sovetkanov Nurali,KAZ,Kazakhstan,Swimming,Male,18,Men's 100m Breaststroke - SB13,8,NA
Sowinski Szymon,POL,Poland,Shooting,Male,39,P1 - Men's 10m Air Pistol SH1,6,NA
Sowinski Szymon,POL,Poland,Shooting,Male,39,P3 - Mixed 25m Pistol SH1,2,Silver
Sowinski Szymon,POL,Poland,Shooting,Male,39,P4 - Mixed 50m Pistol SH1,9,NA
Spaargaren Ruben,NED,Netherlands,Wheelchair Tennis,Male,22,Men's Singles,9,NA
Spaargaren Ruben,NED,Netherlands,Wheelchair Tennis,Male,22,Men's Doubles,5,NA
Spaic Milos,MNE,Montenegro,Athletics,Male,29,Men's Shot Put - F11,10,NA
Spataru Oxana,MDA,Republic of Moldova,Athletics,Female,23,Women's Shot Put - F40,8,NA
Spatay Bibarys,KAZ,Kazakhstan,Canoe Sprint,Male,22,Men's Kayak Single 200m - KL2,9,NA
Srinavakul Chanida,THA,Thailand,Badminton,Female,35,Women's Singles SL4,5,NA
Srinavakul Chanida,THA,Thailand,Badminton,Female,35,Women's Doubles SL3-SU5,5,NA
Sringam Panwas,THA,Thailand,Table Tennis,Female,19,Women's Team - Classes 4-5,5,NA
Sringam Panwas,THA,Thailand,Table Tennis,Female,19,Women's Singles - Class 5,5,NA
St-pierre Mathieu,CAN,Canada,Canoe Sprint,Male,33,Men's Va'a Single 200m - VL2,5,NA
Stacey Joshua,GBR,Great Britain,Table Tennis,Male,21,Men's Team - Class 9-10,5,NA
Stacey Joshua,GBR,Great Britain,Table Tennis,Male,21,Men's Singles - Class 9,5,NA
Stamatopoulou Alexandra,GRE,Greece,Swimming,Female,34,Women's 50m Freestyle - S4,NA,NA
Stamatopoulou Alexandra,GRE,Greece,Swimming,Female,34,Women's 50m Backstroke - S4,3,Bronze
Stamatopoulou Alexandra,GRE,Greece,Swimming,Female,34,Mixed 4x50m Freestyle Relay - 20 Points,NA,NA
Stanhope Oliver,GBR,Great Britain,Rowing,Male,23,PR3 Mixed Coxed Four - PR3Mix4+,1,Gold
Stanley Liam,CAN,Canada,Athletics,Male,24,Men's 1500m - T38,5,NA
Stead Jamie,GBR,Great Britain,Wheelchair Rugby,Male,27,Mixed,1,Gold
Steadman Lauren,GBR,Great Britain,Triathlon,Female,28,Women's PTS5,1,Gold
Stedman William,NZL,New Zealand,Athletics,Male,21,Men's 400m - T36,3,Bronze
Stedman William,NZL,New Zealand,Athletics,Male,21,Men's Long Jump - T36,2,Silver
Steeves Tamara,CAN,Canada,Wheelchair Basketball,Female,31,Women,5,NA
Stefanidis Lazaros,GRE,Greece,Athletics,Male,64,Men's Shot Put - F33,7,NA
